,Country,Happiness score,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Social support,Year,Country Url,Region,Region code,Happiness status,Overall Rank,Rank per region,Capital City,Longitude,Latitude
555,China,5.246,0.9890000000000001,,0.799,0.597,0.10300000000000001,0.028999999999999998,1.1420000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,ASIA,142.0,Amber,86.0,22.0,Beijing,116.286,40.0495
556,Azerbaijan,5.2010000000000005,1.024,,0.603,0.43,0.17600000000000002,0.031,1.161,2017,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Azerbaijan.svg,ASIA,142.0,Amber,87.0,23.0,Baku,49.8932,40.3834
557,Tajikistan,5.199,0.474,,0.598,0.292,0.034,0.187,1.166,2017,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,ASIA,142.0,Amber,88.0,24.0,Dushanbe,68.7864,38.5878
558,Macedonia,5.185,0.9590000000000001,,0.691,0.39399999999999996,0.052000000000000005,0.17300000000000001,1.239,2017,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,EUROPE,150.0,Amber,89.0,35.0,,,
559,Jordan,5.1610000000000005,0.8220000000000001,,0.645,0.46799999999999997,0.134,0.13,1.265,2017,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,ASIA,142.0,Amber,90.0,25.0,Amman,35.9263,31.9497
560,Nigeria,5.155,0.6890000000000001,,0.048,0.462,0.032,0.201,1.172,2017,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,AFRICA,2.0,Amber,91.0,5.0,Abuja,7.48906,9.05804
561,Kyrgyzstan,5.131,0.53,,0.594,0.54,0.035,0.281,1.416,2017,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,ASIA,142.0,Amber,92.0,26.0,,,
562,Bosnia and Herzegovina,5.129,0.915,,0.758,0.28,0.0,0.21600000000000003,1.078,2017,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bosnia_and_Herzegovina.svg,,,Amber,93.0,2.0,Sarajevo,18.4214,43.8607
563,Mongolia,5.125,0.914,,0.575,0.395,0.032,0.253,1.517,2017,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,ASIA,142.0,Amber,94.0,27.0,Ulaanbaatar,106.937,47.9129
564,Vietnam,5.103,0.715,,0.7020000000000001,0.618,0.079,0.177,1.365,2017,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,ASIA,142.0,Amber,95.0,28.0,Hanoi,105.825,21.0069
565,Indonesia,5.093,0.899,,0.522,0.5379999999999999,0.018000000000000002,0.484,1.215,2017,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,ASIA,142.0,Amber,96.0,29.0,Jakarta,106.83,-6.19752
566,Bhutan,5.082,0.7959999999999999,,0.527,0.541,0.171,0.364,1.335,2017,https://upload.wikimedia.org/wikipedia/commons/9/91/Flag_of_Bhutan.svg,ASIA,142.0,Amber,97.0,30.0,Thimphu,89.6177,27.5768
567,Somalia,4.982,0.0,,0.115,0.674,0.282,0.23800000000000002,0.7120000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,AFRICA,2.0,Amber,98.0,6.0,Mogadishu,45.3254,2.07515
568,Cameroon,4.975,0.535,,0.182,0.45399999999999996,0.043,0.183,0.8909999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Cameroon.svg,AFRICA,2.0,Amber,99.0,7.0,Yaounde,11.5174,3.8721
569,Bulgaria,4.933,1.054,,0.7120000000000001,0.359,0.009000000000000001,0.064,1.515,2017,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg,EUROPE,150.0,Amber,100.0,36.0,Sofia,23.3238,42.7105
570,Nepal,4.88,0.425,,0.539,0.526,0.078,0.302,1.228,2017,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,ASIA,142.0,Amber,101.0,31.0,Kathmandu,85.3157,27.6939
571,Venezuela,4.806,0.996,,0.657,0.133,0.052000000000000005,0.055999999999999994,1.469,2017,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,AMERICAS,19.0,Amber,102.0,22.0,,,
572,Gabon,4.758,1.036,,0.40399999999999997,0.35600000000000004,0.052000000000000005,0.032,1.1640000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,AFRICA,2.0,Amber,103.0,8.0,Libreville,9.45162,0.38832
573,Palestinian Territories,4.743,0.642,,0.602,0.266,0.076,0.086,1.217,2017,,,,Amber,104.0,3.0,,,
574,South Africa,4.724,0.94,,0.33,0.516,0.055999999999999994,0.10300000000000001,1.41,2017,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,AFRICA,2.0,Amber,105.0,9.0,Pretoria,28.1871,-25.746
575,Iran,4.707,1.0590000000000002,,0.691,0.45899999999999996,0.129,0.282,0.7709999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,ASIA,142.0,Amber,106.0,32.0,,,
576,Ivory Coast,4.671,0.541,,0.08,0.467,0.10300000000000001,0.146,0.872,2017,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,,Amber,107.0,3.0,,,
577,Ghana,4.657,0.5920000000000001,,0.337,0.499,0.028999999999999998,0.212,0.8959999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,AFRICA,2.0,Amber,108.0,10.0,Accra,-0.20795,5.57045
578,Senegal,4.631,0.429,,0.433,0.406,0.08199999999999999,0.138,1.117,2017,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,AFRICA,2.0,Amber,109.0,11.0,Dakar,-17.4734,14.7247
579,Laos,4.623,0.72,,0.441,0.626,0.174,0.23,1.034,2017,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,ASIA,142.0,Amber,110.0,33.0,,,
580,Tunisia,4.592,0.9,,0.69,0.271,0.063,0.04,0.9059999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,AFRICA,2.0,Amber,111.0,12.0,Tunis,10.21,36.7899
581,Albania,4.586,0.9159999999999999,,0.79,0.419,0.032,0.149,0.8170000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg,EUROPE,150.0,Amber,112.0,37.0,Tirane,19.8172,41.3317
582,Sierra Leone,4.571000000000001,0.256,,0.0,0.355,0.053,0.23800000000000002,0.813,2017,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,AFRICA,2.0,Amber,113.0,13.0,Freetown,-13.2134,8.4821
583,Congo (Brazzaville),4.559,0.682,,0.34299999999999997,0.514,0.077,0.091,0.8109999999999999,2017,,,,Amber,114.0,4.0,,,
584,Bangladesh,4.5,0.532,,0.579,0.58,0.14400000000000002,0.153,0.85,2017,https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg,ASIA,142.0,Amber,115.0,34.0,Dhaka,90.4113,23.7055
585,Sri Lanka,4.471,0.9179999999999999,,0.672,0.585,0.05,0.307,1.314,2017,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,ASIA,142.0,Amber,116.0,35.0,Colombo,79.8528,6.92148
586,Iraq,4.456,1.01,,0.536,0.304,0.095,0.14800000000000002,0.971,2017,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,ASIA,142.0,Amber,117.0,36.0,Baghdad,44.394,33.3302
587,Mali,4.447,0.37,,0.152,0.36700000000000005,0.055999999999999994,0.139,1.2329999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,AFRICA,2.0,Amber,118.0,14.0,Bamako,-7.50034,13.5667
588,Namibia,4.441,0.8740000000000001,,0.365,0.519,0.064,0.051,1.281,2017,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,AFRICA,2.0,Amber,119.0,15.0,Windhoek,17.0931,-22.5648
589,Cambodia,4.433,0.5489999999999999,,0.457,0.696,0.065,0.256,1.088,2017,https://upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_Cambodia.svg,ASIA,142.0,Amber,120.0,37.0,Phnom Penh,104.874,11.5556
590,Burkina Faso,4.4239999999999995,0.314,,0.254,0.312,0.128,0.175,1.097,2017,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Burkina_Faso.svg,AFRICA,2.0,Amber,121.0,16.0,Ouagadougou,-1.53395,12.3605
591,Egypt,4.419,0.885,,0.5529999999999999,0.312,0.107,0.092,1.025,2017,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,AFRICA,2.0,Amber,122.0,17.0,,,
592,Mozambique,4.417,0.198,,0.17300000000000001,0.531,0.158,0.20600000000000002,0.902,2017,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,AFRICA,2.0,Amber,123.0,18.0,Maputo,32.5713,-25.9664
593,Kenya,4.41,0.493,,0.45399999999999996,0.504,0.055,0.35200000000000004,1.048,2017,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,AFRICA,2.0,Amber,124.0,19.0,Nairobi,36.8126,-1.27975
594,Zambia,4.377,0.562,,0.295,0.503,0.08199999999999999,0.221,1.047,2017,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,AFRICA,2.0,Amber,125.0,20.0,Lusaka,28.2937,-15.3982
595,Mauritania,4.356,0.557,,0.292,0.129,0.09300000000000001,0.134,1.245,2017,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,AFRICA,2.0,Amber,126.0,21.0,Nouakchott,-15.9824,18.2367
596,Ethiopia,4.35,0.308,,0.391,0.452,0.146,0.22,0.95,2017,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,AFRICA,2.0,Amber,127.0,22.0,Addis Ababa,38.7468,9.02274
597,Georgia,4.34,0.853,,0.643,0.375,0.215,0.038,0.5920000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,ASIA,142.0,Amber,128.0,38.0,Tbilisi,44.793,41.71
598,Armenia,4.321000000000001,0.816,,0.6659999999999999,0.26,0.027999999999999997,0.077,0.99,2017,https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Armenia.svg,ASIA,142.0,Amber,129.0,39.0,Yerevan,44.509,40.1596
599,Myanmar,4.308,0.682,,0.429,0.58,0.17800000000000002,0.598,1.1740000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,ASIA,142.0,Amber,130.0,40.0,Naypyidaw,95.9562,21.914
600,Chad,4.301,0.358,,0.053,0.18899999999999997,0.06,0.18100000000000002,0.907,2017,https://upload.wikimedia.org/wikipedia/commons/4/4b/Flag_of_Chad.svg,AFRICA,2.0,Amber,131.0,23.0,N'Djamena,15.0445,12.1048
601,Congo (Kinshasa),4.245,0.069,,0.204,0.312,0.052000000000000005,0.19699999999999998,1.136,2017,,,,Amber,132.0,5.0,,,
602,India,4.19,0.721,,0.485,0.539,0.09300000000000001,0.172,0.747,2017,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,ASIA,142.0,Amber,133.0,41.0,New Delhi,77.225,28.6353
603,Niger,4.166,0.131,,0.221,0.39,0.099,0.175,0.867,2017,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,AFRICA,2.0,Amber,134.0,24.0,Niamey,2.1073,13.514
604,Uganda,4.1610000000000005,0.322,,0.237,0.45,0.061,0.259,1.09,2017,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,AFRICA,2.0,Amber,135.0,25.0,Kampala,32.5729,0.314269
605,Benin,4.141,0.37799999999999995,,0.24,0.44,0.067,0.163,0.37200000000000005,2017,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Benin.svg,AFRICA,2.0,Amber,136.0,26.0,Porto-Novo,2.6323,6.4779
606,Sudan,4.138999999999999,0.605,,0.312,0.016,0.08199999999999999,0.134,1.24,2017,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,AFRICA,2.0,Amber,137.0,27.0,Khartoum,32.5363,15.5932
607,Ukraine,4.103,0.7929999999999999,,0.609,0.163,0.011000000000000001,0.187,1.413,2017,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,EUROPE,150.0,Amber,138.0,38.0,Kiev,30.5038,50.4536
608,Togo,3.9989999999999997,0.259,,0.253,0.434,0.10099999999999999,0.158,0.474,2017,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,AFRICA,2.0,Amber,139.0,28.0,Lome,1.2255,6.1228
609,Guinea,3.964,0.344,,0.21100000000000002,0.39399999999999996,0.094,0.185,0.792,2017,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,AFRICA,2.0,Amber,140.0,29.0,Conakry,-13.7,9.51667
610,Lesotho,3.8080000000000003,0.47200000000000003,,0.079,0.423,0.11199999999999999,0.11599999999999999,1.215,2017,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,AFRICA,2.0,Amber,141.0,30.0,Maseru,27.7167,-29.5208
611,Angola,3.795,0.73,,0.26899999999999996,0.0,0.061,0.079,1.125,2017,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Angola.svg,AFRICA,2.0,Amber,142.0,31.0,Luanda,13.242,-8.81155
612,Madagascar,3.7739999999999996,0.262,,0.402,0.221,0.049,0.155,0.9079999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,AFRICA,2.0,Amber,143.0,32.0,Antananarivo,45.7167,-20.4667
613,Zimbabwe,3.6919999999999997,0.35700000000000004,,0.248,0.406,0.099,0.132,1.094,2017,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,AFRICA,2.0,Amber,144.0,33.0,Harare,31.0672,-17.8312
614,Afghanistan,3.6319999999999997,0.332,,0.255,0.085,0.036000000000000004,0.191,0.537,2017,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Afghanistan.svg,ASIA,142.0,Amber,145.0,42.0,Kabul,69.1761,34.5228
615,Botswana,3.59,1.0170000000000001,,0.41700000000000004,0.557,0.092,0.042,1.1740000000000002,2017,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Botswana.svg,AFRICA,2.0,Amber,146.0,34.0,Gaborone,25.9201,-24.6544
616,Malawi,3.5869999999999997,0.18600000000000003,,0.306,0.531,0.08,0.21,0.541,2017,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,AFRICA,2.0,Amber,147.0,35.0,Lilongwe,33.7703,-13.9899
617,Haiti,3.582,0.315,,0.289,0.025,0.10400000000000001,0.392,0.7140000000000001,2017,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,AMERICAS,19.0,Amber,148.0,23.0,Port-au-Prince,-72.3288,18.5392
618,Liberia,3.495,0.076,,0.267,0.419,0.03,0.20600000000000002,0.858,2017,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,AFRICA,2.0,Amber,149.0,36.0,Monrovia,-10.7957,6.30039
619,Syria,3.4619999999999997,0.6890000000000001,,0.539,0.08800000000000001,0.14400000000000002,0.376,0.382,2017,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,ASIA,142.0,Amber,150.0,43.0,,,
620,Rwanda,3.408,0.332,,0.4,0.636,0.444,0.2,0.8959999999999999,2017,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,AFRICA,2.0,Amber,151.0,37.0,Kigali,30.0587,-1.95325
621,Yemen,3.355,0.442,,0.34299999999999997,0.244,0.064,0.083,1.073,2017,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,ASIA,142.0,Amber,152.0,44.0,,,
622,Tanzania,3.303,0.455,,0.381,0.48100000000000004,0.09699999999999999,0.27,0.991,2017,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,AFRICA,2.0,Amber,153.0,38.0,Dodoma,35.7382,-6.17486
623,South Sudan,3.2539999999999996,0.337,,0.177,0.11199999999999999,0.106,0.22399999999999998,0.608,2017,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,AFRICA,2.0,Amber,154.0,39.0,Juba,31.6,4.85
624,Central African Republic,3.083,0.024,,0.01,0.305,0.038,0.218,0.0,2017,https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_the_Central_African_Republic.svg,AFRICA,2.0,Amber,155.0,40.0,Bangui,21.6407,5.63056
625,Burundi,2.905,0.091,,0.145,0.065,0.076,0.149,0.627,2017,https://upload.wikimedia.org/wikipedia/commons/5/50/Flag_of_Burundi.svg,AFRICA,2.0,Amber,156.0,41.0,Bujumbura,29.3639,-3.3784
626,Finland,7.769,1.34,,0.986,0.596,0.39299999999999996,0.153,1.587,2019,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,EUROPE,150.0,Green,1.0,1.0,Helsinki,24.9525,60.1608
627,Denmark,7.6,1.383,,0.996,0.5920000000000001,0.41,0.252,1.5730000000000002,2019,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,EUROPE,150.0,Green,2.0,2.0,Copenhagen,12.5681,55.6763
628,Norway,7.553999999999999,1.4880000000000002,,1.028,0.603,0.341,0.271,1.5819999999999999,2019,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,EUROPE,150.0,Green,3.0,3.0,Oslo,10.7387,59.9138
629,Iceland,7.494,1.38,,1.026,0.591,0.11800000000000001,0.354,1.624,2019,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,EUROPE,150.0,Green,4.0,4.0,Reykjavik,-21.8952,64.1353
630,Netherlands,7.4879999999999995,1.396,,0.9990000000000001,0.557,0.298,0.322,1.5219999999999998,2019,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,EUROPE,150.0,Green,5.0,5.0,Amsterdam,4.89095,52.3738
631,Switzerland,7.48,1.452,,1.052,0.5720000000000001,0.34299999999999997,0.263,1.526,2019,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,EUROPE,150.0,Green,6.0,6.0,Bern,7.44821,46.948
632,Sweden,7.343,1.3869999999999998,,1.0090000000000001,0.574,0.373,0.267,1.4869999999999999,2019,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,EUROPE,150.0,Green,7.0,7.0,Stockholm,18.0645,59.3327
633,New Zealand,7.307,1.3030000000000002,,1.026,0.585,0.38,0.33,1.557,2019,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,OCEANIA,9.0,Green,8.0,1.0,Wellington,174.776,-41.2865
634,Canada,7.278,1.365,,1.0390000000000001,0.584,0.308,0.285,1.505,2019,https://upload.wikimedia.org/wikipedia/en/c/cf/Flag_of_Canada.svg,AMERICAS,19.0,Green,9.0,1.0,Ottawa,-75.6919,45.4215
635,Austria,7.246,1.376,,1.016,0.532,0.226,0.244,1.475,2019,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg,EUROPE,150.0,Green,10.0,8.0,Vienna,16.3798,48.2201
636,Australia,7.228,1.3719999999999999,,1.036,0.557,0.29,0.332,1.548,2019,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg,OCEANIA,9.0,Green,11.0,2.0,Canberra,149.129,-35.282
637,Costa Rica,7.167000000000001,1.034,,0.963,0.5579999999999999,0.09300000000000001,0.14400000000000002,1.4409999999999998,2019,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,AMERICAS,19.0,Green,12.0,2.0,San Jose,-84.0089,9.63701
638,Israel,7.138999999999999,1.276,,1.0290000000000001,0.371,0.08199999999999999,0.261,1.455,2019,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,ASIA,142.0,Green,13.0,1.0,NaN,35.2035,31.7717
639,Luxembourg,7.09,1.609,,1.012,0.526,0.316,0.19399999999999998,1.479,2019,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,EUROPE,150.0,Green,14.0,9.0,Luxembourg,6.1296,49.61
640,United Kingdom,7.053999999999999,1.3330000000000002,,0.996,0.45,0.278,0.348,1.538,2019,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,EUROPE,150.0,Green,15.0,10.0,London,-0.126236,51.5002
641,Ireland,7.021,1.499,,0.9990000000000001,0.516,0.31,0.298,1.5530000000000002,2019,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,EUROPE,150.0,Green,16.0,11.0,Dublin,-6.26749,53.3441
642,Germany,6.985,1.3730000000000002,,0.987,0.495,0.265,0.261,1.454,2019,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,EUROPE,150.0,Green,17.0,12.0,Berlin,13.4115,52.5235
643,Belgium,6.922999999999999,1.3559999999999999,,0.986,0.473,0.21,0.16,1.504,2019,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,EUROPE,150.0,Green,18.0,13.0,Brussels,4.36761,50.8371
644,United States,6.892,1.433,,0.8740000000000001,0.45399999999999996,0.128,0.28,1.4569999999999999,2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,AMERICAS,19.0,Green,19.0,3.0,Washington D.C.,-77.032,38.8895
645,Czech Republic,6.852,1.2690000000000001,,0.92,0.457,0.036000000000000004,0.046,1.4869999999999999,2019,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,EUROPE,150.0,Green,20.0,14.0,Prague,14.4205,50.0878
646,United Arab Emirates,6.825,1.5030000000000001,,0.825,0.598,0.182,0.262,1.31,2019,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,ASIA,142.0,Green,21.0,2.0,Abu Dhabi,54.3705,24.4764
647,Malta,6.726,1.3,,0.9990000000000001,0.564,0.151,0.375,1.52,2019,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,EUROPE,150.0,Green,22.0,15.0,Valletta,14.5189,35.9042
648,Mexico,6.595,1.07,,0.861,0.433,0.073,0.07400000000000001,1.3230000000000002,2019,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,AMERICAS,19.0,Green,23.0,4.0,Mexico City,-99.1276,19.427
649,France,6.5920000000000005,1.324,,1.045,0.436,0.183,0.111,1.472,2019,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,EUROPE,150.0,Green,24.0,16.0,Paris,2.35097,48.8566
650,Taiwan,6.446000000000001,1.368,,0.914,0.35100000000000003,0.09699999999999999,0.242,1.43,2019,,ASIA,142.0,Green,25.0,3.0,,,
651,Chile,6.444,1.159,,0.92,0.35700000000000004,0.055999999999999994,0.187,1.369,2019,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,AMERICAS,19.0,Green,26.0,5.0,Santiago,-70.6475,-33.475
652,Guatemala,6.436,0.8,,0.746,0.535,0.078,0.175,1.2690000000000001,2019,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,AMERICAS,19.0,Green,27.0,6.0,Guatemala City,-90.5328,14.6248
653,Saudi Arabia,6.375,1.403,,0.795,0.439,0.132,0.08,1.357,2019,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,ASIA,142.0,Green,28.0,4.0,Riyadh,46.6977,24.6748
654,Qatar,6.374,1.6840000000000002,,0.871,0.555,0.16699999999999998,0.22,1.3130000000000002,2019,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,ASIA,142.0,Green,29.0,5.0,Doha,51.5082,25.2948
655,Spain,6.354,1.286,,1.062,0.36200000000000004,0.079,0.153,1.484,2019,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,EUROPE,150.0,Green,30.0,17.0,Madrid,-3.70327,40.4167
656,Panama,6.321000000000001,1.149,,0.91,0.516,0.054000000000000006,0.109,1.442,2019,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,AMERICAS,19.0,Green,31.0,7.0,Panama City,-79.5188,8.99427
657,Brazil,6.3,1.004,,0.802,0.39,0.086,0.099,1.439,2019,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,AMERICAS,19.0,Green,32.0,8.0,Brasilia,-47.9292,-15.7801
658,Uruguay,6.292999999999999,1.124,,0.8909999999999999,0.523,0.15,0.127,1.465,2019,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,AMERICAS,19.0,Green,33.0,9.0,Montevideo,-56.0675,-34.8941
659,Singapore,6.2620000000000005,1.5719999999999998,,1.141,0.556,0.45299999999999996,0.271,1.463,2019,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,ASIA,142.0,Green,34.0,6.0,Singapore,103.85,1.28941
660,El Salvador,6.252999999999999,0.794,,0.789,0.43,0.07400000000000001,0.09300000000000001,1.242,2019,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,AMERICAS,19.0,Green,35.0,10.0,San Salvador,-89.2073,13.7034
661,Italy,6.223,1.294,,1.0390000000000001,0.231,0.03,0.158,1.4880000000000002,2019,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,EUROPE,150.0,Green,36.0,18.0,Rome,12.4823,41.8955
662,Bahrain,6.199,1.3619999999999999,,0.871,0.536,0.11,0.255,1.368,2019,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Bahrain.svg,ASIA,142.0,Green,37.0,7.0,Manama,50.5354,26.1921
663,Slovakia,6.1979999999999995,1.246,,0.8809999999999999,0.33399999999999996,0.013999999999999999,0.121,1.504,2019,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,EUROPE,150.0,Green,38.0,19.0,,,
664,Trinidad & Tobago,6.192,1.2309999999999999,,0.713,0.489,0.016,0.185,1.4769999999999999,2019,,,,Green,39.0,1.0,,,
665,Poland,6.182,1.206,,0.884,0.483,0.05,0.11699999999999999,1.4380000000000002,2019,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,EUROPE,150.0,Green,40.0,20.0,Warsaw,21.02,52.26
666,Uzbekistan,6.1739999999999995,0.745,,0.7559999999999999,0.631,0.24,0.322,1.5290000000000001,2019,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,ASIA,142.0,Green,41.0,8.0,Tashkent,69.269,41.3052
